"","marker","chr","pos","trait","lod","threshold","iteration","var_exp","eff_size","ci_l_marker","ci_l_pos","ci_r_marker","ci_r_pos","probe_chr","probe_start","probe_stop"
"2022","V_10121039","V",10121039,"A_12_P118758",5.29118560420262,3.77,1,0.146406875730531,0.382627898312427,"V_9005254",9005254,"V_10815911",10815911,"IV",1087863,1087922
"2023","V_15834708","V",15834708,"A_12_P118766",3.95759009693697,3.77,1,0.122326596518874,0.339100500343664,"V_15540993",15540993,"V_16470633",16470633,"IV",17163910,17163969
"2024","I_3208761","I",3208761,"A_12_P118769",10.6529697632116,3.77,1,0.0806186994987398,-0.283034369936238,"I_3167788",3167788,"I_3303792",3303792,"I",3223665,3223724
"2025","V_11671299","V",11671299,"A_12_P118779",4.19966111306663,3.77,1,0.110175965224732,-0.330882206571816,"V_10121039",10121039,"V_13760316",13760316,"V",13603565,13603624
"2026","V_12414380","V",12414380,"A_12_P118787",3.85547568490983,3.77,1,0.105030658523693,-0.323043936751053,"V_12112105",12112105,"V_13954172",13954172,"IV",17182200,17182259
"2027","II_7659303","II",7659303,"A_12_P118795",4.91437896719228,3.77,1,0.13178402404923,-0.361877318589184,"II_6654199",6654199,"II_8864770",8864770,"II",11803739,11803798
"2028","III_1070005","III",1070005,"A_12_P118815",4.21382369092046,3.77,1,0.114342788500149,0.337081075507892,"III_823104",823104,"III_1606356",1606356,"III",1062938,1062997
"2029","II_4858788","II",4858788,"A_12_P118838",4.23444831730909,3.77,1,0.114394011170745,-0.337156568942372,"II_4364919",4364919,"II_5762423",5762423,"II",9091146,9091205
"2030","II_5911690","II",5911690,"A_12_P118845",51.8505710777698,3.77,1,0.770345797259061,0.874929057202888,"II_5839860",5839860,"II_6331341",6331341,"II",5864824,5864883
"2031","IV_4043433","IV",4043433,"A_12_P118857",18.0361819955701,3.77,1,0.392991764244987,0.626885811988792,"IV_3919624",3919624,"IV_4250670",4250670,"IV",3936128,3936232
"2032","II_4120191","II",4120191,"A_12_P118860",9.18972533606552,3.77,1,0.241363294699788,-0.489635994199668,"II_4119401",4119401,"II_4288682",4288682,"II",3902421,3902480
"2033","I_1169919","I",1169919,"A_12_P118868",3.77939937480826,3.77,1,0.045606724774229,0.212884687160024,"I_1036866",1036866,"I_1253971",1253971,"V",4166677,4166736
"2034","X_4179483","X",4179483,"A_12_P118876",4.7295076963216,3.77,1,0.125781278164073,-0.353539532362246,"X_3946591",3946591,"X_5361887",5361887,"IV",633744,633803
"2035","X_4721441","X",4721441,"A_12_P118891",3.95992118890102,3.77,1,0.104240688251083,0.321846370863776,"X_4165450",4165450,"X_5949176",5949176,"III",10325583,10325642
"2036","II_13106619","II",13106619,"A_12_P118894",3.9025611392319,3.77,1,0.100447057576807,0.315935618562269,"II_12728422",12728422,"II_13225059",13225059,"X",9217451,9217556
"2037","III_12459400","III",12459400,"A_12_P118904",6.10506773900652,3.77,1,0.156680513013832,-0.394582185333168,"III_12393263",12393263,"III_12540486",12540486,"III",12559867,12559926
"2038","IV_4043339","IV",4043339,"A_12_P118914",8.17443556061203,3.77,1,0.202804685227802,-0.4489200196726,"IV_3988400",3988400,"IV_4359912",4359912,"IV",4247298,4247357
"2039","X_5176675","X",5176675,"A_12_P118918",4.59618079422093,3.77,1,0.11990265929879,0.345179018080946,"X_4536045",4536045,"X_5638607",5638607,"X",4008286,4008345
"2040","II_5911690","II",5911690,"A_12_P118923",4.38454384409008,3.77,1,0.118197013971719,-0.342715095269169,"II_5463446",5463446,"II_6697935",6697935,"II",8267100,8267159
"2041","V_2819815","V",2819815,"A_12_P118931",6.95997774224895,3.77,1,0.182211372935004,-0.42551778982485,"V_2274345",2274345,"V_3177786",3177786,"IV",8614500,8614559
"2042","X_8465070","X",8465070,"A_12_P118934",8.06680758590816,3.77,1,0.207357318826562,-0.45393081493317,"X_7982412",7982412,"X_9591109",9591109,"X",8542111,8542170
"2043","V_6526389","V",6526389,"A_12_P118936",5.47737331880571,3.77,1,0.140677254778534,0.373857806640993,"V_5790711",5790711,"V_8040062",8040062,"V",3944354,3944413
"2044","X_6953360","X",6953360,"A_12_P118940",3.7758821499118,3.77,1,0.108539283075636,0.328360289737446,"X_6864316",6864316,"X_9086971",9086971,"III",2305998,2306057
"2045","V_3955380","V",3955380,"A_12_P118944",4.48653700441072,3.77,1,0.11973068232762,0.344931383275467,"V_3881987",3881987,"V_4310237",4310237,"V",3968227,3968286
"2046","III_5370","III",5370,"A_12_P118947",14.7187896599039,3.77,1,0.351193457552296,-0.590688564774368,"III_4664",4664,"III_148752",148752,"III",439577,439636
"2047","IV_2851044","IV",2851044,"A_12_P118954",24.5764456136616,3.77,1,0.507616104325213,0.710227815711241,"IV_2782050",2782050,"IV_2930684",2930684,"X",148399,148458
"2048","IV_10776966","IV",10776966,"A_12_P118969",5.91829458874227,3.77,1,0.146005708520343,0.380903443964463,"IV_9995259",9995259,"IV_12896142",12896142,"V",15447173,15447232
"2049","X_6885628","X",6885628,"A_12_P118970",6.54747207355036,3.77,1,0.184752984941968,-0.428364519906996,"X_5949176",5949176,"X_8208528",8208528,"X",7807266,7807325
"2050","III_12317274","III",12317274,"A_12_P118972",4.39586226010276,3.77,1,0.115570222114016,0.338885475302734,"III_12292760",12292760,"III_12501901",12501901,"III",12283127,12283186
"2051","V_3427441","V",3427441,"A_12_P118977",57.8761984266145,3.77,1,0.802881173320335,-0.896024010849948,"V_3427228",3427228,"V_3491728",3491728,"V",3294936,3295045
"2052","V_19733784","V",19733784,"A_12_P118993",54.2436045505552,3.77,1,0.762065611647082,0.870214195566255,"V_19731494",19731494,"V_19749352",19749352,"V",18852567,18852626
"2053","II_8102088","II",8102088,"A_12_P119000",9.22550875228469,3.77,1,0.233358918410195,0.481550882313253,"II_7367480",7367480,"II_9179575",9179575,"II",8786415,8786474
"2054","X_3843271","X",3843271,"A_12_P119014",4.97919147876575,3.77,1,0.130977402108926,-0.360768131717531,"X_3789476",3789476,"X_3907685",3907685,"IV",6604172,6604231
"2055","II_12636899","II",12636899,"A_12_P119017",27.2435028401525,3.77,1,0.529993014026281,0.725713252345504,"II_12610991",12610991,"II_12701144",12701144,"II",12677302,12677361
"2056","V_2302069","V",2302069,"A_12_P119030",18.7387157660033,3.77,1,0.416043876221553,-0.642983085367894,"V_2282576",2282576,"V_2486879",2486879,"V",2329464,2329523
"2057","II_7659303","II",7659303,"A_12_P119032",25.1282513178613,3.77,1,0.515171478003265,-0.715479488894378,"II_7486939",7486939,"II_8007499",8007499,"II",7628013,7628072
"2058","X_4758185","X",4758185,"A_12_P119034",9.67335633159412,3.77,1,0.236218276925037,0.484492133460005,"X_4630882",4630882,"X_5676445",5676445,"X",8917450,8917509
"2059","I_11858851","I",11858851,"A_12_P119042",26.2552069697571,3.77,1,0.376183137950448,-0.610974157804301,"I_11858299",11858299,"I_11902882",11902882,"I",11898491,11898550
"2060","II_4120191","II",4120191,"A_12_P119052",9.16065378905651,3.77,1,0.228976712580707,-0.4770079742207,"II_4119401",4119401,"II_4858788",4858788,"II",3676532,3676591
"2061","IV_4757132","IV",4757132,"A_12_P119055",6.37748782732622,3.77,1,0.162264787654648,0.402488649800647,"IV_4538310",4538310,"IV_5697478",5697478,"V",6843222,6843281
"2062","IV_11565289","IV",11565289,"A_12_P119057",4.58843059074545,3.77,1,0.119314959764,-0.345147089938317,"IV_10365714",10365714,"IV_12621984",12621984,"II",13124611,13124670
"2063","II_3288020","II",3288020,"A_12_P119075",31.4635102698617,3.77,1,0.562016397940423,-0.747316334368354,"II_3287146",3287146,"II_3373865",3373865,"II",3342402,3342461
"2064","X_5341098","X",5341098,"A_12_P119092",5.51454480313953,3.77,1,0.151559868492089,0.387998309489408,"X_4639456",4639456,"X_5676445",5676445,"V",4684800,4684859
"2065","X_4635054","X",4635054,"A_12_P119093",4.37968098326983,3.77,1,0.115519516026536,-0.338790505044662,"X_4171941",4171941,"X_5341098",5341098,"III",9425467,9425526
"2066","II_2344110","II",2344110,"A_12_P119097",34.6130406260732,3.77,1,0.528611027866671,-0.724562215677945,"II_2337065",2337065,"II_2382488",2382488,"II",2368619,2368677
"2067","X_4958735","X",4958735,"A_12_P119101",12.0178744250831,3.77,1,0.281293599632166,0.528700725832786,"X_4630882",4630882,"X_5576572",5576572,"III",5044439,5044498
"2068","II_4380580","II",4380580,"A_12_P119126",17.2306907115416,3.77,1,0.393859731707474,-0.625528164909468,"II_4328160",4328160,"II_4548757",4548757,"II",4369436,4369495
"2069","IV_4037719","IV",4037719,"A_12_P119172",13.191731236382,3.77,1,0.306993287162399,-0.552324643458393,"IV_3988400",3988400,"IV_4359912",4359912,"IV",4179428,4179487
"2070","IV_8127338","IV",8127338,"A_12_P119174",3.96540385547304,3.77,1,0.104376884424561,-0.322056557194469,"IV_7630216",7630216,"IV_8986377",8986377,"V",15065230,15065289
"2071","V_18273719","V",18273719,"A_12_P119175",20.8827846557672,3.77,1,0.43658397623373,0.658663924215111,"V_18269611",18269611,"V_18383759",18383759,"V",18259280,18259339
"2072","II_6368","II",6368,"A_12_P119184",5.39997007017534,3.77,1,0.124435039890488,-0.352644047973456,"II_6368",6368,"II_916957",916957,"II",88729,88901
"2073","IV_3792388","IV",3792388,"A_12_P119193",6.50226772210328,3.77,1,0.171323792483502,-0.412609118118681,"IV_3689864",3689864,"IV_3857221",3857221,"IV",3804486,3804545
"2074","IV_9987122","IV",9987122,"A_12_P119195",23.7562582893623,3.77,1,0.467521686156754,-0.681602008648379,"IV_9825814",9825814,"IV_9995259",9995259,"IV",10206235,10206294
"2075","I_14842185","I",14842185,"A_12_P119202",13.630555610001,3.77,1,0.310371031515546,-0.555354852728785,"I_14811508",14811508,"I_14874140",14874140,"I",14850134,14850193
"2076","IV_4757132","IV",4757132,"A_12_P119206",3.94991157133624,3.77,1,0.103641247343231,0.321932616116976,"IV_3837377",3837377,"IV_5023053",5023053,"II",11730986,11731045
"2077","X_5526747","X",5526747,"A_12_P119224",3.77731875061191,3.77,1,0.100643253444142,0.316244014974807,"X_3716925",3716925,"X_5922452",5922452,"II",11370022,11370081
"2078","II_12448512","II",12448512,"A_12_P119225",3.80504486338048,3.77,1,0.102167566280362,-0.31862988398834,"II_12199430",12199430,"II_12701144",12701144,"II",12461262,12461321
"2079","II_14281383","II",14281383,"A_12_P119232",7.57795062631692,3.77,1,0.189336570731335,-0.434988840248922,"II_14229519",14229519,"II_15274701",15274701,"II",14535848,14535907
"2080","III_1806339","III",1806339,"A_12_P119240",3.83670647604599,3.77,1,0.103969773997453,0.32142787067674,"III_1441659",1441659,"III_1954629",1954629,"III",5352800,5352859
"2081","V_708390","V",708390,"A_12_P119249",16.8901810323438,3.77,1,0.374010821185283,0.609638049886695,"V_691031",691031,"V_1113279",1113279,"V",589562,589621
"2082","V_13010814","V",13010814,"A_12_P119260",5.36720081591851,3.77,1,0.140412572448169,0.373536443346889,"V_12889287",12889287,"V_14190544",14190544,"II",3824777,3824836
"2083","X_4758185","X",4758185,"A_12_P119261",5.6487191068492,3.77,1,0.147034657532227,0.382235605921167,"X_3713398",3713398,"X_5576572",5576572,"IV",1252360,1252419
"2084","X_10235123","X",10235123,"A_12_P119294",7.30248928491745,3.77,1,0.224223682929431,0.471669307255141,"X_9552349",9552349,"X_10711645",10711645,"X",9802037,9802073
"2085","II_13897233","II",13897233,"A_12_P119296",3.8479147471405,3.77,1,0.0997515541871225,-0.314839936986709,"II_13747136",13747136,"II_14404082",14404082,"II",14013810,14013869
"2086","III_11847455","III",11847455,"A_12_P119301",16.7260563967021,3.77,1,0.378476626725126,-0.613266883650341,"III_11756068",11756068,"III_11913630",11913630,"III",11849231,11849290
"2087","V_16167823","V",16167823,"A_12_P119302",27.3394758218831,3.77,1,0.527796260062057,0.724148550299154,"V_16086790",16086790,"V_16181609",16181609,"V",16266751,16266810
"2088","X_10813669","X",10813669,"A_12_P119305",6.30044700183705,3.77,1,0.161990485516251,-0.401212758310654,"X_10105925",10105925,"X_11600428",11600428,"I",10487231,10487290
"2089","IV_13422338","IV",13422338,"A_12_P119317",34.7431834047373,3.77,1,0.627645502882621,0.789713720803966,"IV_13418977",13418977,"IV_13527947",13527947,"X",16245347,16245470
"2090","X_2536346","X",2536346,"A_12_P119324",11.7167732475592,3.77,1,0.285061501375112,0.532186428720826,"X_2231943",2231943,"X_2636716",2636716,"X",2348498,2348557
"2091","I_9729023","I",9729023,"A_12_P119325",6.02856210206202,3.77,1,0.135060491612365,-0.366348269489838,"I_9701366",9701366,"I_10093210",10093210,"I",9757935,9757994
"2092","II_3419553","II",3419553,"A_12_P119326",14.2070493639116,3.77,1,0.322802638037139,0.566367753995992,"II_3400642",3400642,"II_3521022",3521022,"II",2425193,2425252
"2093","IV_12963367","IV",12963367,"A_12_P119327",4.99233164330624,3.77,1,0.13180988865007,0.361912828785734,"IV_12697226",12697226,"IV_13356132",13356132,"IV",12978106,12978165
"2094","IV_12512951","IV",12512951,"A_12_P119331",4.64461385123181,3.77,1,0.124582892846463,-0.351844274537259,"IV_9659427",9659427,"IV_13117565",13117565,"III",5083217,5083276
"2095","X_3796301","X",3796301,"A_12_P119333",4.211606017166,3.77,1,0.112432917410112,0.334254083211232,"X_3594656",3594656,"X_3863779",3863779,"II",9466918,9466977
"2096","II_9845678","II",9845678,"A_12_P119337",20.3657315488791,3.77,1,0.439231953581355,-0.660658375005185,"II_9842467",9842467,"II_10096849",10096849,"II",9938069,9938128
"2097","V_11032432","V",11032432,"A_12_P119353",3.94707020738879,3.77,1,0.104434139226377,-0.32214487539099,"V_8602178",8602178,"V_12288279",12288279,"X",3258020,3258079
"2098","X_8465070","X",8465070,"A_12_P119359",27.6344124367498,3.77,1,0.54820742286227,0.738078300341815,"X_8208528",8208528,"X_9086971",9086971,"X",8754658,8754717
"2099","I_8346637","I",8346637,"A_12_P119365",8.1409697473512,3.77,1,0.162357929218017,-0.401659491842933,"I_7969987",7969987,"I_9554938",9554938,"I",8623172,8623231
"2100","X_5569019","X",5569019,"A_12_P119395",11.852465472239,3.77,1,0.283381977242186,0.530659684407773,"X_4674201",4674201,"X_5676445",5676445,"X",8530800,8530859
"2101","V_19883760","V",19883760,"A_12_P119398",4.54709450406424,3.77,1,0.115971284036168,-0.339472981091701,"V_19817366",19817366,"V_20199810",20199810,"V",16122429,16122488
"2102","X_5291269","X",5291269,"A_12_P119405",14.4966456822086,3.77,1,0.330476813781833,0.573049027900886,"X_4674201",4674201,"X_5390152",5390152,"IV",9385498,9385557
"2103","V_3551664","V",3551664,"A_12_P119406",6.96584887625882,3.77,1,0.181078153506801,-0.424192523738264,"V_3429651",3429651,"V_3680651",3680651,"V",3584689,3584748
"2104","V_2819135","V",2819135,"A_12_P119422",4.42345592004948,3.77,1,0.119674923721133,-0.344851056609806,"V_2274345",2274345,"V_4792309",4792309,"V",12407425,12407484
"2105","X_4758185","X",4758185,"A_12_P119442",25.8799581324484,3.77,1,0.510571342208704,0.712277949972839,"X_4753798",4753798,"X_4862702",4862702,"X",5920390,5920449
"2106","II_2304619","II",2304619,"A_12_P119445",6.23993503808826,3.77,1,0.140241461840366,-0.352774302155472,"II_2304607",2304607,"II_2344110",2344110,"II",6548003,6548062
"2107","V_11085892","V",11085892,"A_12_P119459",17.3932706621954,3.77,1,0.383336547255952,-0.617179363375929,"V_11004172",11004172,"V_11600826",11600826,"V",11466638,11466697
"2108","V_17967873","V",17967873,"A_12_P119461",3.81507300581137,3.77,1,0.101452341238074,-0.317493316019908,"V_17936259",17936259,"V_18172651",18172651,"V",17970124,17970158
"2109","V_15834792","V",15834792,"A_12_P119467",4.64978539405013,3.77,1,0.119893282477243,-0.345165520693332,"V_15339524",15339524,"V_16167823",16167823,"V",15997836,15997895
"2110","X_3843271","X",3843271,"A_12_P119505",4.51752363686068,3.77,1,0.122365901273875,-0.348685394691027,"X_3713398",3713398,"X_3907685",3907685,"X",13237867,13237926
"2111","IV_1575852","IV",1575852,"A_12_P119517",5.33243826602094,3.77,1,0.168584844084108,0.409044360510483,"IV_1314462",1314462,"IV_1679330",1679330,"IV",1549824,1549883
"2112","V_15132428","V",15132428,"A_12_P119538",45.7746537877187,3.77,1,0.698820131394053,0.833321688322135,"V_14723740",14723740,"V_15269015",15269015,"V",15183887,15183946
"2113","III_1758427","III",1758427,"A_12_P119561",27.3372269073175,3.77,1,0.541379094819552,-0.735782773119106,"III_1629908",1629908,"III_1759358",1759358,"III",1777880,1778221
"2114","IV_14899430","IV",14899430,"A_12_P119571",4.88585345474544,3.77,1,0.129874492721588,-0.359193618080099,"IV_14237700",14237700,"IV_15023091",15023091,"IV",15006860,15006919
"2115","V_18383759","V",18383759,"A_12_P119595",15.1175318379358,3.77,1,0.364515413667008,0.60169403933843,"V_18269611",18269611,"V_18416620",18416620,"V",18329078,18329110
"2116","IV_8747453","IV",8747453,"A_12_P119599",3.88196416242287,3.77,1,0.10230179809352,0.318839129590991,"IV_7630216",7630216,"IV_9672074",9672074,"V",8021490,8021549
"2117","V_20113987","V",20113987,"A_12_P119615",11.181882979374,3.77,1,0.269812414488438,-0.517798687777386,"V_19888414",19888414,"V_20135102",20135102,"X",180098,180157
"2118","V_3491728","V",3491728,"A_12_P119623",11.4933959901914,3.77,1,0.305562096613238,-0.550798974407957,"V_3229784",3229784,"V_3551664",3551664,"V",3442030,3442089
"2119","II_8102088","II",8102088,"A_12_P119634",7.45511827909988,3.77,1,0.195453541222595,0.440691064361916,"II_6927342",6927342,"II_9145624",9145624,"II",8228097,8228201
"2120","I_11575781","I",11575781,"A_12_P119654",4.33218846759689,3.77,1,0.0844534427139836,-0.289669780600684,"I_11541403",11541403,"I_11858851",11858851,"II",946060,946119
"2121","X_3843271","X",3843271,"A_12_P119667",3.80237497085005,3.77,1,0.10170376199067,0.317905828334182,"X_3154731",3154731,"X_3907685",3907685,"II",14576309,14576368
"2122","I_1169919","I",1169919,"A_12_P119670",3.84254852550628,3.77,1,0.0480800395443807,0.218549132907789,"I_865340",865340,"I_1451409",1451409,"I",1341312,1341371
"2123","X_582924","X",582924,"A_12_P119671",5.78609820420643,3.77,1,0.163687233469696,0.403222843391823,"X_21056",21056,"X_1142327",1142327,"X",664822,664881
"2124","X_5569019","X",5569019,"A_12_P119698",4.18326374617427,3.77,1,0.111287902375538,0.332547708549053,"X_4630882",4630882,"X_5922452",5922452,"V",4047274,4047333
"2125","IV_4037719","IV",4037719,"A_12_P119733",55.7611743041125,3.77,1,0.774465235579991,-0.87726528772188,"IV_3988400",3988400,"IV_4043339",4043339,"IV",4164337,4164396
"2126","IV_12079110","IV",12079110,"A_12_P119737",14.6000031140475,3.77,1,0.337617218508855,-0.579218300622568,"IV_12013372",12013372,"IV_12644720",12644720,"IV",12475304,12475363
"2127","V_9104120","V",9104120,"A_12_P119747",6.03117441615209,3.77,1,0.154979751128762,0.392418932973382,"V_8514009",8514009,"V_10395332",10395332,"V",9354728,9354787
"2128","V_5722437","V",5722437,"A_12_P119764",5.26635059546206,3.77,1,0.13206122036441,0.362257707511415,"V_5521051",5521051,"V_6850366",6850366,"V",6504666,6504725
"2129","IV_4359912","IV",4359912,"A_12_P119778",6.09942812861484,3.77,1,0.154088509619975,0.391304739936253,"IV_4208432",4208432,"IV_5023053",5023053,"II",11451205,11451264
